FFQ	102	0	0	30	278	357	375	363	346	311	358	360	430	432	479	498	481	554	614	678	787	925	961	1024	1179	1183	1402	1477	1703	1823	2144	2256	2491	2786	3106	3865	3980	4537	5042	7156	6643	9471	15480	13575	29348	98063	381389	0
FFQ	103	28	1	23	289	398	346	393	367	342	382	373	402	471	470	510	477	571	623	750	792	922	897	1039	1109	1207	1478	1501	1748	1871	2147	2367	2499	2837	3119	3915	4141	4649	4976	7038	6703	9336	15721	13855	29829	97836	379992	0
FFQ	104	0	0	25	281	405	339	354	326	339	335	362	430	436	467	495	517	565	615	691	776	930	922	1082	1097	1256	1454	1477	1667	1820	2194	2291	2463	2776	3018	3910	4053	4594	4976	7252	6753	9242	15868	13562	29592	97675	381058	0
FFQ	105	0	0	18	258	398	372	339	323	311	359	343	425	412	483	539	481	555	600	698	805	936	897	1083	1226	1273	1410	1465	1627	1811	2133	2354	2525	2851	3101	3899	4016	4709	4953	7074	6662	9159	15384	13316	29102	96989	383066	0
FFQ	106	0	1	19	278	451	367	344	318	329	357	376	414	450	507	490	519	566	664	710	825	866	917	1085	1183	1293	1471	1422	1699	1839	2127	2342	2539	2872	3063	3905	4029	4592	5174	7237	6579	9675	15643	13457	29441	99691	378614	0
FFQ	107	1	0	27	301	391	378	356	325	337	366	341	393	416	448	484	509	579	683	699	835	920	855	1105	1187	1227	1480	1472	1694	1715	2171	2280	2602	2806	3016	3933	4245	4523	5110	7041	6730	9528	15833	13967	29899	100596	376936	0
FFQ	108	35	1	21	297	376	364	355	350	354	351	376	429	433	507	534	516	577	667	722	791	968	935	1059	1096	1265	1420	1435	1633	1833	2277	2351	2572	2714	3059	3775	4149	4565	5185	6906	6719	9827	15669	13364	29830	102452	375626	0
FFQ	109	3	0	21	262	405	358	360	347	366	344	365	394	435	519	507	532	602	675	706	768	916	884	1072	1191	1222	1476	1424	1715	1872	2125	2305	2537	2917	3013	3798	4108	4525	5182	6959	6777	9687	15840	13263	29628	101329	377006	0
FFQ	110	0	0	23	290	423	392	345	348	399	329	363	401	436	480	517	540	592	653	710	779	907	890	1127	1095	1245	1455	1546	1710	1740	2054	2377	2586	2769	3217	3939	4198	4583	5261	6943	6761	9460	15976	13255	29372	102531	375723	0
FFQ	111	2	0	18	290	408	393	349	346	356	366	390	437	441	515	536	523	579	630	700	839	974	996	1168	1293	1283	1461	1472	1732	1830	2142	2378	2617	2923	3105	3804	4229	4630	5343	7038	6940	9787	16389	13599	30011	103362	372116	0
FFQ	112	0	0	15	295	436	374	368	371	348	373	411	414	426	538	523	569	599	656	784	800	960	937	1173	1215	1297	1531	1451	1796	1867	2144	2456	2684	2907	3202	3911	4197	4604	5369	7124	6961	9692	16205	13681	30008	104726	370342	0
FFQ	113	4	0	22	316	438	372	379	309	360	372	413	390	458	470	494	571	562	633	717	849	901	918	1082	1157	1286	1463	1573	1751	1810	2091	2380	2692	2856	3101	4016	4387	4663	5376	7018	6867	9975	16034	13442	30233	105618	369921	0
FFQ	114	0	0	22	314	438	379	377	360	367	373	382	412	449	469	511	518	624	645	709	846	929	926	1076	1190	1279	1446	1456	1729	1978	2067	2457	2623	2962	3240	3911	4242	4549	5320	6880	7189	10030	15945	13455	29922	107006	368738	0
FFQ	115	1	2	32	288	426	403	398	341	368	381	422	436	438	479	544	566	609	655	731	863	893	965	1141	1198	1287	1547	1469	1812	1903	2137	2376	2636	2778	3192	3979	4388	4464	5623	6979	7050	10063	16171	13774	29905	109064	365563	0
FFQ	116	1	0	23	279	426	354	368	370	374	383	399	407	452	495	525	566	610	693	725	824	991	959	1157	1234	1319	1476	1594	1750	1861	2093	2443	2599	2941	3283	4091	4297	4542	5661	7029	7073	10127	15940	13894	30593	109944	363575	0
FFQ	117	0	0	17	303	463	399	372	399	367	391	392	442	433	498	528	565	644	689	712	850	994	981	1166	1310	1390	1572	1565	1766	1965	2179	2555	2750	3016	3188	4081	4416	4598	5567	7087	7319	10260	16007	13946	30562	112414	359622	0
FFQ	118	39	1	19	304	427	406	377	359	385	412	381	444	436	499	506	571	619	661	778	813	960	924	1128	1229	1347	1580	1536	1745	1768	2166	2457	2678	2923	3279	4036	4185	4642	5532	7088	7142	10340	16276	14354	31153	115082	356753	0
FFQ	119	46	6	17	261	386	373	366	384	345	339	374	403	406	451	485	556	605	611	662	793	983	874	1126	1281	1270	1533	1493	1772	1863	2165	2312	2687	2988	3281	4016	4239	4525	5531	6653	7160	10403	16284	13988	30669	119255	354520	0
FFQ	120	60	0	17	302	417	377	375	339	369	380	353	442	460	536	545	514	631	702	718	802	941	888	1161	1295	1375	1549	1556	1763	1931	2086	2464	2719	2832	3301	4057	4337	4682	5454	6739	7176	10618	16200	14164	31347	119161	352605	0
FFQ	121	66	1	16	302	425	375	377	346	408	412	414	426	481	522	549	550	606	680	740	848	986	919	1149	1267	1370	1586	1497	1784	1929	2101	2436	2758	2948	3354	4086	4215	4629	5716	6873	7081	10556	16151	14075	31879	123224	347627	0
FFQ	122	2	3	23	299	431	366	366	386	371	419	430	437	465	522	513	558	633	700	745	847	936	915	1100	1221	1418	1589	1580	1808	1843	2155	2449	2749	2928	3360	4013	4293	4677	5718	6777	7228	10530	16055	14351	32501	124781	345249	0
FFQ	123	2	0	20	283	473	396	375	355	344	361	355	450	452	496	549	599	622	663	718	844	934	880	1081	1237	1397	1508	1576	1769	1871	2202	2444	2738	2832	3452	3986	4274	4573	5738	6940	7267	10856	15813	14716	32896	128150	341253	0
FFQ	124	0	0	25	302	457	389	371	395	365	417	416	438	453	497	559	576	591	638	725	890	916	934	1173	1248	1337	1491	1520	1844	1880	2071	2442	2681	2821	3545	3981	4371	4767	5744	6815	7345	10632	16265	14654	34225	132101	335433	0
FFQ	125	0	0	22	281	426	380	371	379	383	387	408	376	499	524	574	565	685	687	697	832	927	891	1096	1289	1342	1525	1552	1780	1956	2161	2446	2678	2865	3368	3865	4378	4535	5717	6797	7228	10839	16058	14703	34764	133698	333806	0
FFQ	126	15	0	21	292	434	416	368	369	387	410	423	426	473	512	520	594	610	676	751	894	989	1001	1175	1267	1394	1582	1487	1903	1906	2108	2401	2765	3012	3447	3952	4310	4655	5994	6699	7426	10590	15933	14930	36281	135219	329723	0
FFQ	127	0	0	16	309	491	377	388	367	362	411	393	445	494	526	545	584	646	630	744	875	985	890	1119	1244	1358	1555	1574	1784	1946	1996	2484	2791	2793	3544	3923	4502	4591	5778	6764	7334	10760	15884	15281	37425	140917	322915	0
FFQ	128	0	0	16	289	433	374	378	362	340	371	415	466	445	516	537	529	599	707	771	847	981	975	1078	1233	1324	1469	1532	1839	1873	2089	2351	2837	2893	3426	3835	4412	4545	5818	6683	7401	10983	16021	15282	38276	150772	312417	0
FFQ	129	0	2	18	322	504	377	398	364	354	400	412	420	469	528	542	610	670	685	752	864	989	959	1178	1273	1410	1592	1600	1836	1919	2064	2472	2781	3020	3600	3991	4431	4565	5965	6794	7348	11166	15987	16130	39857	153419	305703	0
FFQ	130	717	1	17	305	465	397	417	375	406	418	394	431	477	531	528	568	642	637	750	883	963	1036	1128	1290	1363	1516	1639	1835	1930	2040	2543	2885	2951	3471	4124	4448	4626	5791	6734	7409	11167	16050	15922	41058	157469	299993	0
FFQ	131	1	1	21	333	439	418	417	419	400	424	449	453	465	528	545	564	641	685	724	850	984	951	1144	1189	1328	1530	1578	1839	1856	2126	2428	2886	2868	3479	3894	4398	4618	5885	6865	7476	11045	16180	16588	42393	162174	294261	0
FFQ	132	2	1	26	341	461	441	438	421	363	394	429	455	514	540	574	640	665	726	861	873	937	1024	1200	1318	1425	1603	1676	1886	1893	2215	2496	2938	2966	3630	4054	4556	4713	6058	6970	7438	11280	16413	16545	43851	165104	287386	0
FFQ	133	2	0	20	336	444	409	385	404	381	417	446	416	486	459	571	593	651	693	747	916	983	975	1145	1290	1408	1542	1620	1802	1951	2179	2518	2966	2970	3625	4061	4350	4680	5792	6687	7548	11310	16317	16963	45266	170772	281244	0
FFQ	134	4	2	28	319	420	395	378	386	403	396	442	411	512	474	543	564	624	690	735	863	975	954	1110	1265	1344	1567	1606	1813	1811	2180	2500	2833	2879	3560	4039	4326	4630	5764	6719	7436	11159	16235	16804	46341	180113	272188	0
FFQ	135	2	0	14	291	466	420	376	397	385	405	447	463	461	495	553	614	617	684	783	849	991	1003	1132	1321	1427	1563	1637	1915	1892	2112	2452	2886	2846	3502	4067	4215	4639	5789	6641	7802	11295	16463	17723	49103	185611	261991	0
FFQ	136	0	3	30	351	482	435	398	400	380	412	389	439	498	478	572	587	647	688	791	923	948	924	1130	1296	1390	1506	1568	1865	1907	2101	2472	2919	2840	3497	4128	4428	4611	5777	6595	7721	11208	16528	17823	51448	191589	253618	0
FFQ	137	2	1	25	327	448	440	424	364	432	365	434	449	499	485	550	641	635	734	783	859	985	1027	1137	1327	1443	1541	1658	1987	1875	2040	2588	3022	2954	3702	4090	4515	4716	5988	6757	7619	11533	16602	18582	53541	193440	247174	0
FFQ	138	80	1	25	344	447	433	363	411	400	417	409	421	463	513	593	610	663	704	810	914	927	991	1139	1308	1443	1641	1635	1957	1901	2054	2546	2941	2898	3770	4065	4441	4664	5832	6986	7768	11404	16665	18875	55883	197830	240155	0
FFQ	139	0	0	26	373	505	468	435	398	427	474	435	473	509	540	625	683	692	752	862	849	1050	945	1179	1356	1472	1685	1814	1917	2044	2231	2602	2957	3090	3767	4129	4571	4836	6086	7153	8060	11359	16659	19328	57575	198713	234636	0
FFQ	140	3	0	23	349	484	452	391	437	416	398	435	517	514	523	584	590	647	752	803	948	1064	1027	1177	1353	1498	1641	1684	1998	2010	2065	2589	3026	3094	3750	4173	4489	4809	6052	7100	7996	11452	16897	19789	59024	203236	228481	0
FFQ	141	1	0	23	359	480	449	433	413	433	440	463	468	485	548	609	648	713	744	853	962	1016	1013	1235	1374	1481	1636	1762	1958	2018	2073	2664	3016	3022	3866	4242	4479	4792	6165	7218	7946	11372	16961	19926	60533	207867	221581	0
FFQ	142	4	0	37	370	525	411	420	438	409	486	489	488	508	590	613	601	730	722	864	966	1025	1017	1205	1406	1461	1645	1766	1961	2090	2229	2693	3012	3159	3844	4223	4533	4696	6145	7256	8150	11487	17033	20541	62245	208856	217391	0
FFQ	143	2	0	27	324	516	460	396	419	403	431	483	505	500	553	647	621	708	742	864	954	998	1081	1164	1407	1565	1604	1744	1967	2032	2249	2700	2942	3159	3772	4253	4516	4828	5951	7141	8155	11604	17252	20999	65125	219083	203894	0
FFQ	144	0	2	36	396	533	504	457	420	444	417	491	501	506	603	653	675	745	775	831	915	1084	1078	1302	1458	1493	1678	1766	2096	2079	2250	2770	3071	3149	3768	4296	4745	5051	6245	7290	8269	11385	17181	21575	68512	226653	190592	0
FFQ	145	3	3	22	337	487	454	412	431	420	412	502	500	500	534	638	613	692	745	822	944	1015	1073	1211	1397	1447	1700	1719	2048	1977	2157	2683	3028	3071	3782	4280	4471	4790	6188	7361	8169	11486	17202	21734	71837	237716	177727	0
FFQ	146	83	0	32	321	515	465	406	453	434	403	405	499	497	523	577	695	669	756	777	931	966	1046	1161	1234	1458	1604	1605	1911	1954	2157	2535	2948	3124	3562	4297	4463	4583	6087	7083	8076	11494	17290	21821	73639	249524	165677	0
FFQ	147	0	0	15	352	492	411	440	399	375	372	444	486	479	566	563	615	662	766	837	911	1006	1068	1229	1269	1420	1659	1627	1886	1953	2209	2598	2916	3001	3749	4122	4456	4777	5987	7304	8159	11618	17560	22458	78440	260837	148247	0
FFQ	148	2	0	16	346	492	446	425	433	356	408	448	493	495	500	584	639	691	751	882	920	987	1045	1128	1366	1469	1670	1629	1912	1940	2203	2612	2924	3012	3767	4217	4303	4579	6169	7296	8170	11534	17820	23221	83135	267590	135715	0
FFQ	149	4	0	14	338	520	462	406	415	422	447	463	459	523	561	628	656	645	733	806	892	1003	1103	1184	1327	1487	1612	1747	2106	2059	2159	2641	3065	3126	3912	4292	4576	4731	6420	7485	8373	11663	17748	23808	87630	275139	120950	0
FFQ	150	148	0	28	341	496	420	432	427	443	461	449	511	527	577	648	702	720	767	845	971	1037	1124	1216	1489	1499	1628	1788	2036	1955	2313	2799	3085	3134	3882	4241	4524	4853	6094	7368	8579	11753	17972	24088	90113	279270	112987	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Mismatches per cycle and quality. Use `grep ^MPC | cut -f 2-` to extract this part.
# Columns correspond to qualities, rows to cycles. First column is the cycle number, second
# is the number of N's and the rest is the number of mismatches
MPC	1	15	0	0	0	8	7	7	6	3	4	1	4	3	1	1	0	1	1	2	3	0	3	3	1	0	3	0	0	1	5	2	4	0	5	5	8	14	74	695	157	0	0	0	0	0	0	0
MPC	2	8	0	0	0	6	6	5	0	6	3	2	1	2	1	0	2	2	0	2	0	0	1	1	1	0	0	0	1	2	1	1	2	1	6	2	1	1	2	3	5	12	16	59	324	306	0	0
MPC	3	0	0	0	0	5	3	1	1	2	1	0	0	0	0	0	0	0	1	3	1	1	3	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	5	1	4	5	16	52	268	275	0	0
MPC	4	0	0	0	0	1	6	3	2	4	2	2	1	0	0	1	1	0	0	0	1	2	2	1	0	0	0	3	1	1	1	2	1	1	0	2	2	1	4	5	2	9	13	54	281	259	0	0
MPC	5	1	0	0	0	17	15	11	2	5	4	7	1	3	4	3	3	4	2	5	5	2	2	1	2	1	1	0	3	0	2	2	6	2	0	4	2	3	2	10	14	9	20	52	281	273	0	0
MPC	6	0	0	0	3	38	30	18	20	14	11	16	9	10	6	7	7	12	9	9	9	9	4	2	4	2	5	4	4	3	4	2	3	2	0	0	7	4	6	5	7	8	26	45	288	262	0	0
MPC	7	0	0	0	10	75	91	73	53	37	23	27	29	25	19	11	18	24	16	19	15	10	7	14	5	6	16	11	8	7	3	3	5	4	6	5	1	6	7	12	9	19	13	52	268	296	0	0
MPC	8	0	0	0	8	57	69	64	22	28	28	18	12	16	11	10	10	20	15	12	4	4	12	6	9	4	8	7	5	7	5	6	5	2	4	2	4	5	5	8	7	12	26	56	266	304	0	0
MPC	9	0	0	0	7	83	75	50	36	35	26	24	24	20	20	9	18	17	12	9	9	13	14	9	4	9	6	8	5	7	3	3	4	4	2	2	4	3	2	5	11	7	14	18	29	48	484	0
MPC	10	2	0	3	10	77	68	49	50	41	25	22	19	20	9	17	5	10	9	11	7	6	4	6	9	8	5	4	3	0	4	2	5	3	6	7	3	8	11	6	6	12	14	20	28	64	492	0
MPC	11	2	0	0	10	79	68	53	47	45	26	21	24	17	15	12	14	14	20	8	13	10	12	8	14	4	2	6	5	6	5	4	2	5	10	5	8	7	10	6	11	9	21	21	30	62	459	0
MPC	12	2	0	1	10	65	67	42	23	34	31	21	16	18	17	9	11	23	13	6	7	11	6	7	5	3	9	3	7	5	3	1	3	10	6	5	4	5	3	6	7	10	8	9	26	66	504	0
MPC	13	0	0	0	14	80	59	48	44	40	30	19	16	11	14	13	12	11	18	11	12	12	9	9	11	5	5	8	5	7	9	9	4	4	3	5	6	7	8	7	8	11	13	26	21	75	510	0
MPC	14	0	0	0	16	93	84	55	42	33	27	30	25	17	14	10	13	20	23	10	9	9	12	12	12	5	5	1	6	5	6	4	8	2	6	4	7	7	5	2	4	12	2	20	30	61	509	0
MPC	15	0	0	0	12	69	84	49	46	39	23	35	17	19	11	10	17	17	17	14	14	8	11	8	11	7	10	8	6	3	7	4	8	5	3	6	3	9	5	4	9	10	11	20	26	67	501	0
MPC	16	0	0	0	10	121	126	83	77	53	46	42	33	14	25	19	21	8	11	5	9	10	15	9	3	3	5	4	1	3	10	7	6	7	3	10	7	8	7	9	4	7	10	10	27	35	109	413
MPC	17	0	0	0	6	118	124	96	77	52	58	34	30	31	32	25	18	14	10	13	8	13	13	10	8	5	1	5	4	7	6	7	5	6	8	8	2	5	3	16	6	12	10	23	25	30	111	410
MPC	18	0	0	0	5	129	143	87	77	50	43	30	38	24	23	21	16	21	14	15	19	6	9	9	11	6	6	6	4	3	6	7	5	4	6	5	3	2	3	11	3	11	13	20	27	28	111	434
MPC	19	0	0	0	19	122	153	99	70	51	53	42	29	30	30	23	18	18	9	17	14	8	7	10	5	5	7	6	6	5	4	7	7	4	4	0	6	8	5	4	14	7	8	13	23	27	84	421
MPC	20	14	0	0	15	125	128	106	71	60	45	29	29	32	25	22	21	14	12	13	8	8	9	8	9	8	3	3	4	6	6	7	2	8	1	5	11	11	7	8	8	9	6	17	30	29	99	416
MPC	21	0	0	1	17	134	103	89	86	51	35	38	29	20	24	32	19	21	18	16	11	10	10	12	8	11	7	3	7	8	8	5	7	4	7	8	6	1	0	5	8	11	6	13	28	28	96	467
MPC	22	25	0	0	24	126	109	81	78	62	49	42	25	32	23	21	13	17	14	6	19	7	10	7	10	9	10	7	6	3	5	4	4	8	1	5	8	3	0	11	11	8	9	17	17	38	97	394
MPC	23	3	0	0	6	96	130	88	54	46	41	45	46	34	16	13	15	15	11	8	6	16	8	7	5	2	8	5	4	5	7	3	2	4	7	5	8	4	6	15	5	12	9	15	17	35	115	436
MPC	24	1	0	0	11	122	122	80	66	57	52	33	34	34	19	21	20	15	11	12	14	12	11	11	8	7	8	8	5	2	5	6	4	8	4	3	5	8	3	9	6	7	11	14	27	43	121	437
MPC	25	3	0	1	10	133	130	78	72	40	35	29	26	24	20	23	13	19	10	11	12	9	12	13	5	6	6	5	9	4	4	6	6	7	3	0	4	5	3	6	5	8	9	16	22	37	94	489
MPC	26	222	0	0	5	126	128	93	69	56	40	29	30	23	20	22	16	17	16	10	18	7	15	9	7	9	6	4	7	5	8	7	3	3	6	4	5	9	6	12	4	6	13	10	27	21	93	456
MPC	27	0	0	0	16	127	119	98	73	57	52	38	32	26	23	16	18	16	11	11	15	12	4	11	7	6	8	7	4	4	3	4	2	2	6	4	4	11	1	7	7	16	17	11	26	36	110	437
MPC	28	2	0	0	19	115	110	101	73	65	53	34	29	27	27	21	14	21	12	19	10	15	11	3	11	3	10	5	9	4	7	1	3	5	6	4	1	4	6	12	9	12	13	15	31	43	96	443
MPC	29	4	0	0	8	107	136	79	68	53	32	33	30	26	17	25	28	17	14	7	12	9	16	7	10	4	7	8	10	2	2	3	4	4	1	5	3	8	6	6	10	10	12	19	16	33	93	437
MPC	30	70	0	0	13	118	145	90	71	55	39	37	22	32	18	19	23	15	19	8	10	9	10	6	11	5	6	5	6	5	7	7	2	7	4	6	0	7	6	8	6	6	11	14	21	30	102	442
MPC	31	52	0	0	10	108	135	87	78	49	36	35	30	30	22	17	13	14	15	9	10	15	12	9	8	5	6	6	4	2	7	4	6	2	4	3	5	5	7	2	10	6	7	16	15	38	96	459
MPC	32	1	0	1	16	129	108	89	65	49	39	38	43	26	24	25	21	25	10	11	9	7	11	6	5	7	8	2	7	1	4	9	4	2	5	4	8	9	7	8	6	9	15	14	23	38	97	428
MPC	33	17	0	0	19	117	132	86	77	53	47	43	38	23	28	31	16	14	16	12	11	8	11	6	7	3	8	4	3	3	1	0	5	8	2	3	1	7	4	3	7	10	13	14	24	36	106	449
MPC	34	5	0	0	17	108	124	86	71	50	49	44	34	26	22	14	15	16	6	8	7	10	11	11	9	9	6	5	2	3	3	8	5	9	3	4	6	3	3	9	7	5	10	19	24	26	92	461
MPC	35	0	0	0	10	105	134	83	63	53	49	39	41	39	22	21	20	17	15	10	18	12	8	10	8	1	6	7	6	4	2	4	2	2	1	3	4	4	9	4	8	7	9	10	20	30	82	400
MPC	36	0	0	0	10	126	130	79	75	62	53	34	36	24	26	28	13	15	16	19	8	3	7	8	5	9	8	2	5	3	4	5	7	6	5	5	4	7	9	5	7	11	11	22	18	23	98	408
MPC	37	7	0	1	11	117	130	84	86	62	35	42	33	29	18	15	13	15	14	6	6	4	11	12	12	6	6	2	4	5	9	7	6	7	7	3	4	3	7	13	13	3	9	20	28	33	113	421
MPC	38	12	0	0	10	99	121	99	60	49	48	37	27	23	29	18	16	14	15	15	16	8	11	8	5	10	6	4	8	5	7	3	5	3	3	3	6	5	6	14	5	12	7	17	23	19	112	448
MPC	39	64	0	0	7	127	130	109	68	46	49	39	38	33	21	29	20	13	13	19	17	11	9	8	8	11	7	10	5	4	5	3	1	3	7	4	3	15	9	5	6	21	11	14	27	26	108	435
MPC	40	61	0	0	14	111	149	89	75	62	42	39	41	34	20	23	22	12	20	17	13	9	12	4	4	11	4	9	9	3	4	2	3	6	6	5	7	7	2	5	4	11	8	12	24	29	92	448
MPC	41	0	0	0	11	107	130	115	61	52	33	34	43	22	24	26	12	8	17	13	16	14	7	6	3	8	6	5	8	5	3	5	8	6	5	6	8	5	0	9	7	8	10	29	30	36	103	397
MPC	42	0	0	0	7	136	114	105	71	69	60	37	40	26	25	28	11	16	19	17	11	9	8	8	7	9	3	8	7	0	2	4	3	1	5	3	8	2	6	5	10	12	8	16	22	24	117	414
MPC	43	2	0	1	9	103	124	91	58	54	52	39	21	26	32	20	22	19	13	16	13	6	7	10	4	7	2	3	7	5	6	3	3	3	9	4	10	8	7	4	11	9	8	24	22	29	104	427
MPC	44	0	0	0	18	100	132	76	67	48	48	30	30	23	24	16	23	10	9	13	20	8	12	14	5	7	5	8	4	2	2	2	0	2	6	1	6	6	5	4	7	10	9	15	14	47	103	420
MPC	45	8	0	1	17	116	129	101	71	60	50	28	18	28	20	30	19	17	20	9	9	8	6	6	8	8	4	4	7	2	5	2	4	1	5	5	4	6	8	5	8	8	6	16	16	37	101	445
MPC	46	0	0	1	9	111	128	91	67	45	52	35	32	23	14	22	14	19	14	17	9	11	6	10	8	10	1	6	7	7	3	3	5	5	4	10	6	7	4	6	11	11	9	14	23	33	118	453
MPC	47	0	0	0	9	121	151	94	58	59	40	39	43	24	26	22	19	8	17	17	11	11	8	10	7	8	7	7	9	6	3	2	5	5	5	3	7	8	5	4	5	9	11	8	16	38	86	450
MPC	48	1	0	0	7	116	130	66	75	45	57	44	38	24	26	16	15	16	17	14	11	10	11	8	10	13	4	4	3	7	5	2	4	5	4	3	9	1	2	4	4	8	15	18	29	33	107	408
MPC	49	0	0	0	11	104	120	76	62	57	45	37	31	30	18	20	24	18	10	10	13	6	8	8	11	5	5	4	8	4	5	2	5	3	4	10	6	6	8	10	7	2	9	13	24	28	109	436
MPC	50	4	0	0	16	153	139	94	67	45	35	41	28	20	30	16	15	16	15	12	8	10	7	8	9	2	3	4	8	7	5	7	10	6	6	5	9	5	5	7	8	10	7	17	28	27	97	405
MPC	51	2	0	0	13	113	131	92	75	60	38	41	30	38	36	20	20	14	14	15	10	11	7	10	8	6	9	6	6	3	6	3	4	6	3	7	4	6	11	6	5	13	11	14	14	42	110	428
MPC	52	4	0	0	10	105	144	75	78	43	36	47	30	20	23	27	19	17	12	10	8	11	9	4	7	8	5	5	2	10	5	3	4	3	5	7	13	6	3	7	10	9	14	10	27	29	94	467
MPC	53	0	0	0	4	88	137	75	84	52	56	43	39	31	14	26	12	15	10	15	10	17	11	5	3	4	13	7	3	7	6	3	3	6	5	4	4	5	4	6	6	10	9	10	17	31	100	429
MPC	54	0	0	2	19	110	131	102	52	59	45	31	37	31	13	23	16	21	14	13	10	12	7	6	8	6	5	8	7	7	3	3	6	5	3	5	6	6	5	1	8	14	11	15	24	31	85	407
MPC	55	1	0	0	11	115	126	107	77	59	48	25	34	21	20	19	21	19	15	13	7	11	6	5	9	3	4	3	5	4	4	5	0	2	6	1	6	6	7	8	14	7	13	13	17	50	117	457
MPC	56	2	0	0	15	120	122	93	60	53	59	44	24	27	20	14	15	12	11	10	14	11	9	9	5	7	5	7	2	1	6	4	4	8	1	8	9	7	5	10	5	10	12	10	18	25	93	440
MPC	57	0	0	0	13	127	122	86	78	53	37	29	37	34	23	22	18	14	15	14	7	6	5	7	6	6	7	5	8	2	6	3	7	3	3	2	8	4	4	10	8	8	10	18	18	33	90	413
MPC	58	35	0	0	17	129	128	82	65	66	47	43	28	29	25	24	15	16	11	17	9	12	15	6	6	5	10	7	6	4	5	4	10	2	7	3	9	9	5	6	4	9	13	8	18	32	90	434
MPC	59	3	0	1	15	114	151	108	76	42	42	41	40	39	18	20	16	14	11	14	8	9	4	8	4	10	4	5	10	5	3	4	8	1	4	7	8	6	10	5	8	10	8	17	18	40	82	445
MPC	60	243	0	1	13	119	138	108	80	59	43	48	31	33	28	20	18	24	14	13	7	13	11	5	5	8	4	2	7	9	4	3	5	3	3	7	4	3	5	8	7	13	7	13	21	33	92	412
MPC	61	54	0	0	6	108	121	88	77	44	49	42	35	34	17	17	13	18	16	14	14	8	15	7	4	7	7	2	9	2	4	11	1	4	2	5	3	3	6	7	6	9	13	16	21	27	93	409
MPC	62	4	0	0	9	113	153	96	86	55	51	37	32	28	36	31	28	16	19	25	7	5	13	7	10	11	5	11	6	7	3	2	3	2	5	4	7	4	6	5	9	13	4	10	23	30	132	450
MPC	63	12	0	0	13	117	121	90	89	71	54	48	19	19	26	17	23	18	17	12	12	8	6	9	7	9	4	11	5	7	3	6	7	6	2	5	6	7	6	6	3	11	7	17	12	43	101	452
MPC	64	6	0	0	15	124	135	95	69	48	51	51	22	23	16	22	14	14	20	18	14	16	9	7	12	9	2	6	8	7	6	4	3	3	7	2	1	3	5	7	8	12	12	11	16	38	119	412
MPC	65	0	0	1	10	131	124	86	83	53	36	53	34	40	26	34	15	17	12	15	10	10	12	9	2	4	4	7	6	3	6	4	6	3	3	4	6	11	10	10	9	4	14	17	18	46	110	433
MPC	66	8	0	1	5	123	141	91	90	61	44	39	25	30	24	22	22	17	13	15	7	15	11	11	10	6	6	11	10	5	9	6	2	2	2	6	9	3	6	6	6	16	11	12	11	31	101	408
MPC	67	0	0	0	11	98	123	88	67	61	58	44	33	22	17	30	14	19	10	20	15	10	4	12	8	8	10	5	7	4	6	4	6	5	3	13	7	6	6	8	9	10	6	13	21	25	113	416
MPC	68	0	0	1	11	104	115	97	75	63	46	31	30	33	25	25	12	14	11	14	17	7	13	5	3	8	10	10	5	8	9	8	6	8	7	6	12	8	2	7	11	6	7	15	28	31	103	449
MPC	69	10	0	1	8	109	143	85	60	67	43	35	39	26	22	24	15	13	18	10	13	13	12	14	7	7	9	14	9	5	8	2	6	6	1	3	3	6	2	3	9	13	6	15	15	41	118	422
MPC	70	17	0	0	7	105	139	120	71	56	47	37	35	26	29	21	22	13	9	18	8	10	7	7	10	9	10	4	3	4	4	2	7	8	6	1	7	11	7	9	9	8	4	11	12	41	106	440
MPC	71	0	0	0	8	131	123	89	73	71	50	43	35	28	34	23	17	16	12	11	11	12	3	10	5	3	4	12	10	6	6	8	3	3	2	4	10	5	9	5	10	12	6	17	14	40	99	411
MPC	72	0	0	0	6	110	150	82	67	52	37	33	29	27	27	12	19	13	18	13	16	14	14	5	11	6	9	7	3	10	7	3	3	9	6	10	4	4	5	7	9	9	12	16	16	38	100	447
MPC	73	1	0	1	11	119	127	100	77	58	45	45	27	23	18	25	21	17	16	14	8	10	14	6	7	5	3	6	6	11	4	3	8	8	7	2	9	6	6	6	8	13	15	9	21	34	92	413
MPC	74	0	0	0	11	110	147	82	85	51	39	35	33	32	12	24	18	18	13	17	13	6	9	6	6	5	5	8	8	5	9	9	9	5	4	6	7	1	2	4	9	11	10	15	17	38	104	434
MPC	75	0	0	0	8	122	117	100	84	57	37	43	40	28	26	26	30	17	13	13	15	13	11	3	7	6	6	5	4	8	7	6	3	4	3	8	4	6	4	10	7	12	9	10	23	32	116	434
MPC	76	0	0	0	15	106	135	93	74	73	50	43	47	22	25	31	16	19	20	11	9	9	7	8	10	2	5	6	5	9	5	8	10	1	4	5	8	10	1	6	6	6	11	14	15	29	132	404
