FFQ	110	4	1	14	207	305	288	280	257	267	251	305	299	296	341	353	380	422	512	504	541	663	579	732	878	828	1001	1094	1275	1210	1527	1560	1527	1768	2188	2432	2665	2662	3477	4808	4413	6030	9822	10241	20300	66269	597691	0
FFQ	111	107	5	13	238	263	267	266	250	249	241	281	295	324	365	383	376	417	471	510	535	636	653	722	817	823	934	1072	1147	1205	1480	1543	1454	1881	2138	2388	2694	2638	3383	4754	4578	5965	9955	10319	19976	64432	600024	0
FFQ	112	5	1	12	222	327	306	286	272	250	249	293	293	324	395	382	372	435	510	494	534	665	655	723	826	810	984	1022	1159	1186	1501	1578	1579	1840	2196	2521	2746	2675	3486	4766	4581	5950	10180	10328	20401	65727	597420	0
FFQ	113	4	0	17	223	309	311	284	238	263	266	315	292	321	408	360	372	446	510	548	569	641	646	753	827	820	936	1089	1209	1186	1597	1568	1633	1911	2207	2478	2791	2634	3457	4665	4596	6081	10244	10475	20403	67011	595553	0
FFQ	114	3	0	15	219	313	267	264	282	242	248	289	299	335	359	393	363	378	488	498	537	671	688	728	808	807	930	1078	1174	1212	1444	1557	1597	1784	2170	2468	2708	2576	3572	4824	4476	6125	10216	10031	19306	65792	598933	0
FFQ	115	225	1	12	225	285	271	306	277	259	248	299	280	379	392	350	401	412	497	506	561	613	660	754	818	802	902	1023	1173	1190	1504	1522	1540	1817	2068	2423	2650	2536	3535	4674	4650	5952	10398	9902	19226	65281	599668	0
FFQ	116	103	0	12	231	295	293	249	250	273	277	281	297	322	358	391	409	424	492	484	585	675	685	764	819	871	978	1081	1217	1263	1485	1476	1594	1768	2170	2460	2688	2590	3470	4835	4573	6124	10461	9956	19703	66348	597387	0
FFQ	117	225	0	8	244	297	268	301	261	280	273	257	308	299	326	385	404	405	490	498	553	686	675	716	853	856	892	1022	1256	1244	1444	1613	1646	1893	2069	2465	2739	2611	3647	4579	4690	6202	10596	9894	19572	66131	597394	0
FFQ	118	225	1	14	221	312	278	265	251	273	277	297	309	350	413	414	414	406	494	521	560	712	724	733	850	881	916	1042	1214	1291	1444	1599	1671	1878	2156	2540	2859	2547	3619	4803	4670	6262	10761	10066	20252	67417	594265	0
FFQ	119	226	1	17	259	323	274	281	265	314	301	297	328	308	391	388	386	455	504	512	584	681	686	741	897	865	925	1052	1269	1250	1428	1598	1615	1847	2200	2445	2899	2593	3595	4762	4692	6242	10808	9693	19479	65661	597130	0
FFQ	120	12	0	15	233	337	302	296	256	260	280	286	306	395	403	417	414	417	476	525	566	673	676	690	850	859	936	1043	1300	1251	1424	1693	1600	1889	2167	2335	2836	2560	3682	4727	4648	6388	10857	9835	19942	73230	589180	0
FFQ	121	298	0	11	204	324	310	281	287	308	319	303	317	324	389	410	361	432	502	538	596	732	708	770	949	958	939	1097	1252	1306	1492	1621	1617	1909	2205	2499	3060	2682	3590	4739	4710	6623	10872	10072	20454	78788	581309	0
FFQ	122	77	0	20	238	333	324	302	287	281	298	343	317	328	384	434	416	481	497	567	605	741	702	725	952	907	976	1124	1292	1281	1470	1730	1699	1963	2175	2489	3026	2627	3800	4841	4766	6694	10961	10315	20671	81117	577891	0
FFQ	123	225	2	10	242	325	326	293	307	295	253	313	348	360	387	376	394	433	507	528	587	705	709	750	870	873	991	1118	1188	1312	1375	1657	1693	1876	2142	2391	2825	2560	3762	4652	4858	6606	10971	10134	20124	80012	580802	0
FFQ	124	391	4	24	266	305	343	295	321	274	274	341	313	342	403	432	438	427	534	563	565	731	744	813	961	918	971	1071	1342	1346	1479	1617	1731	1990	2243	2517	3083	2694	3700	4809	4925	6803	11196	10306	20869	82969	574784	0
FFQ	125	300	2	18	250	341	317	292	307	300	273	332	308	347	394	412	385	462	522	573	580	720	731	721	907	972	889	1090	1320	1316	1382	1692	1781	1964	2230	2576	3033	2686	3756	4642	4927	6995	10982	10110	21125	83883	574322	0
FFQ	126	298	1	12	217	331	333	274	271	280	271	331	311	399	381	432	382	440	491	552	572	672	670	783	873	934	935	1106	1252	1287	1384	1691	1727	1916	2054	2487	2915	2637	3762	4525	4952	7034	10997	10393	20475	89003	570424	0
FFQ	127	298	3	20	268	375	327	338	302	337	338	356	295	355	468	430	464	479	517	569	607	736	747	750	951	971	1037	1164	1263	1317	1429	1811	1861	1941	2269	2500	3051	2767	3919	4646	4919	7296	11200	10118	20073	87705	569880	0
FFQ	128	298	2	17	258	359	322	282	285	322	304	293	318	389	401	416	418	445	522	544	578	715	751	761	950	938	1001	1125	1304	1243	1446	1697	1800	1866	2249	2432	3024	2679	3730	4652	5064	7239	11298	10299	20860	100289	557282	0
FFQ	129	307	0	13	225	340	288	287	266	291	271	328	330	343	382	455	397	445	528	580	527	692	777	737	946	897	960	1167	1234	1343	1391	1747	1771	1973	2204	2565	2928	2762	3738	4646	4995	6986	11503	10007	20270	97611	561014	0
FFQ	130	331	0	31	283	392	343	319	319	336	329	327	347	342	421	481	446	506	601	572	584	787	755	810	964	936	1029	1178	1284	1276	1541	1757	1816	2006	2207	2639	3117	2845	3800	4796	5107	7323	11749	10168	20960	100779	554528	0
FFQ	131	299	0	17	267	366	320	340	286	337	288	354	295	345	415	421	412	452	525	569	569	754	768	836	976	964	985	1161	1293	1373	1460	1683	1900	2034	2273	2443	3098	2881	3804	4670	5104	7294	11579	10240	21795	104892	550330	0
FFQ	132	298	6	38	326	394	362	294	336	329	333	365	336	403	412	474	484	518	558	580	648	801	795	867	987	1012	1029	1202	1359	1370	1518	1780	1870	2157	2232	2488	3180	3055	3877	4875	5130	7376	11668	10305	21976	103505	549559	0
FFQ	133	298	1	12	286	352	328	311	319	319	342	340	313	390	438	417	423	455	537	616	558	721	789	736	949	962	1041	1159	1333	1409	1458	1760	1945	2040	2293	2610	3086	2976	3866	4739	5071	7531	11779	10830	22663	113422	539244	0
FFQ	134	580	7	11	240	355	333	298	323	291	260	360	315	346	402	449	406	482	509	598	620	703	750	775	929	874	986	1141	1362	1380	1462	1776	1829	2131	2218	2528	3093	2907	3768	4706	5063	7615	11535	10550	22979	113421	539801	0
FFQ	135	298	1	14	241	342	288	290	304	282	303	327	319	327	432	415	399	491	531	579	598	776	769	810	939	960	936	1158	1253	1362	1387	1703	1854	1998	2364	2464	3058	3028	3844	4695	5059	7490	11735	10243	23023	113874	539904	0
FFQ	136	298	1	13	259	322	279	321	295	256	277	332	313	331	399	429	382	423	520	587	572	696	703	752	963	986	958	1113	1292	1345	1363	1723	1853	2021	2306	2402	3130	2959	3770	4721	5125	7471	11573	10280	23575	118026	535752	0
FFQ	137	267	0	9	212	306	301	300	311	275	270	370	301	335	423	431	429	472	516	584	567	690	753	735	931	903	1029	1192	1326	1313	1457	1781	1899	2040	2357	2360	3084	2990	3841	4592	5045	7377	11894	10274	23867	128045	525013	0
FFQ	138	298	1	23	251	354	328	296	279	320	340	342	314	352	442	493	436	464	557	596	625	744	808	802	948	1043	994	1181	1359	1391	1499	1716	2033	2065	2338	2555	3116	3069	3872	4717	5248	7794	11862	10931	24874	137859	511538	0
FFQ	139	398	1	12	289	406	333	320	293	327	326	332	381	383	419	452	440	506	566	581	634	810	791	817	943	1001	1039	1170	1321	1347	1358	1721	1963	2107	2406	2566	3218	3252	3929	4827	5336	7880	11963	11045	25755	138334	509169	0
FFQ	140	227	1	21	201	328	290	300	334	324	333	340	336	374	447	446	428	473	511	566	611	733	788	855	920	1079	977	1193	1285	1501	1384	1861	1881	2145	2426	2506	3187	3215	3779	4714	5140	7729	12206	10931	26761	141500	505880	0
FFQ	141	300	1	16	256	348	314	306	292	283	339	342	293	363	397	451	464	499	527	602	644	755	773	809	1044	1058	1021	1267	1302	1386	1421	1793	1925	2146	2506	2475	3103	3184	3885	4687	5286	7756	12097	11018	27200	147792	498741	0
FFQ	142	505	0	13	253	330	310	307	321	316	294	332	321	365	410	464	436	480	527	594	678	758	723	827	995	1050	1082	1268	1353	1368	1394	1790	1895	2103	2595	2492	3233	3183	4017	4610	5195	7699	12220	10887	27366	151162	494946	0
FFQ	143	86	0	13	249	360	321	304	289	296	297	314	341	367	396	455	458	485	558	565	623	798	787	775	957	999	1013	1217	1359	1385	1440	1759	2027	2094	2394	2503	3092	3157	3807	4685	5249	7736	12100	11017	27167	156709	490464	0
FFQ	144	377	0	8	217	327	337	306	291	301	314	322	324	338	394	468	442	443	527	600	622	706	742	782	991	1072	1028	1173	1380	1418	1422	1813	1990	2059	2336	2520	3145	3315	3831	4532	5244	7732	12068	11162	28374	163906	481768	0
FFQ	145	444	0	16	298	379	313	320	332	317	321	347	331	400	432	433	445	520	545	655	631	761	775	827	959	1102	1085	1191	1393	1431	1409	1862	1991	2095	2547	2482	3244	3359	3980	4724	5478	8036	12237	11524	29639	174388	467469	0
FFQ	146	408	0	22	264	371	349	306	294	314	304	350	315	394	419	489	432	495	537	641	672	800	721	827	1027	1089	1072	1252	1339	1403	1527	1832	1929	2105	2477	2568	3321	3130	3847	4797	5335	7897	12327	11925	31298	186048	454198	0
FFQ	147	206	1	39	374	416	403	390	367	343	383	416	390	459	512	513	488	564	550	668	680	808	851	906	1073	1156	1186	1352	1399	1551	1530	1914	2127	2233	2617	2698	3320	3413	3990	4825	5367	8194	12518	12155	31218	190188	446716	0
FFQ	148	394	1	21	265	344	340	334	290	301	338	347	391	365	399	454	476	512	574	611	601	744	827	847	1058	1056	1098	1281	1388	1399	1453	1831	2017	2164	2588	2485	3203	3231	3943	4844	5607	7983	12439	12445	32407	207404	430367	0
FFQ	149	372	0	22	256	327	340	283	315	313	292	307	351	358	410	451	446	449	528	576	632	749	761	828	987	1065	1054	1210	1357	1329	1431	1752	1960	2084	2363	2523	3140	3210	3948	4644	5390	7934	12314	12308	33281	231771	407046	0
FFQ	150	385	0	18	258	366	348	335	300	304	333	339	348	415	427	491	473	498	564	605	657	763	857	847	971	1100	1008	1311	1394	1507	1453	1796	1986	2263	2501	2578	3097	3369	3965	4792	5483	7957	12391	12621	34744	236392	398857	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
# Mismatches per cycle and quality. Use `grep ^MPC | cut -f 2-` to extract this part.
# Columns correspond to qualities, rows to cycles. First column is the cycle number, second
# is the number of N's and the rest is the number of mismatches
MPC	1	4	0	0	0	4	3	7	5	1	1	1	2	6	1	0	1	0	0	1	8	0	1	2	0	1	13	1	0	4	7	2	1	0	5	1	7	13	37	525	709	0	0	0	0	0	0	0
MPC	2	1419	0	0	0	2	1	5	2	0	2	1	0	0	2	1	0	1	2	1	1	1	3	0	2	3	1	1	0	1	1	3	1	2	0	1	4	6	3	1	4	9	17	47	161	777	0	0
MPC	3	43	0	0	0	0	1	2	0	0	1	1	0	2	0	1	1	1	0	1	2	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	0	1	1	1	2	10	6	30	155	690	0	0
MPC	4	0	0	0	0	4	1	4	5	1	3	2	1	3	0	0	1	2	1	0	0	2	1	0	1	2	1	0	0	1	2	2	2	2	0	1	0	1	1	0	3	5	9	30	166	668	0	0
MPC	5	0	0	0	0	3	12	7	2	4	4	0	1	1	0	0	4	1	0	4	3	2	1	0	0	1	1	1	2	0	0	1	0	0	2	2	1	1	1	2	3	3	7	32	168	686	0	0
MPC	6	0	0	0	3	23	25	16	5	7	7	5	3	8	4	2	8	4	1	12	2	2	3	1	3	1	4	1	1	5	4	1	2	2	0	1	3	2	2	1	5	3	12	27	166	663	0	0
MPC	7	0	0	0	4	32	20	16	11	24	16	8	13	12	4	9	4	10	12	14	8	11	4	3	10	4	1	2	3	2	2	5	2	1	1	0	5	4	4	7	7	8	11	44	162	626	0	0
MPC	8	0	0	0	0	19	34	20	12	8	8	9	8	4	7	3	5	8	5	7	3	4	4	2	6	3	1	2	2	0	1	3	3	1	3	4	1	4	3	5	10	8	19	26	139	615	0	0
MPC	9	0	0	0	4	41	31	24	21	20	11	7	13	9	13	6	10	7	8	6	7	5	4	1	2	6	1	4	1	2	2	3	3	1	10	5	1	5	3	6	5	5	10	4	18	57	518	231
MPC	10	106	0	1	12	34	32	22	12	20	8	7	10	11	7	15	8	6	7	4	3	4	3	0	5	4	5	2	3	5	1	2	0	2	1	1	3	0	1	5	2	7	7	2	26	31	522	286
MPC	11	0	0	0	7	43	41	29	21	18	13	18	9	8	5	9	4	8	5	3	10	5	4	9	3	2	4	2	4	4	2	1	4	2	6	2	5	3	2	4	6	6	3	7	18	45	514	249
MPC	12	0	0	0	2	36	33	15	16	16	14	12	11	3	6	4	7	9	9	8	5	5	6	6	10	5	6	0	3	4	2	1	1	2	3	2	4	4	2	1	2	2	14	6	28	28	471	250
MPC	13	0	0	0	3	27	39	28	9	22	15	9	11	12	7	4	9	6	7	2	11	4	4	4	3	2	2	3	3	4	3	0	1	4	6	4	1	3	6	5	3	2	9	8	24	40	532	275
MPC	14	0	0	0	3	36	45	27	28	22	10	20	14	11	11	13	6	12	6	5	4	4	5	6	0	3	4	1	4	3	0	4	1	5	5	1	6	7	3	8	9	5	13	8	19	36	493	247
MPC	15	0	0	0	4	34	40	24	22	19	17	8	12	9	6	5	6	9	9	7	7	4	4	6	2	3	6	4	1	2	1	3	2	1	4	6	4	1	3	7	2	3	8	5	15	36	460	272
MPC	16	17	0	0	2	51	59	32	35	25	15	18	13	7	12	15	5	6	8	6	8	7	3	1	3	7	2	1	1	2	2	3	3	1	5	1	1	1	5	4	3	5	5	13	19	15	76	675
MPC	17	0	0	0	5	63	70	53	35	30	22	36	13	10	7	14	9	8	7	8	1	7	5	5	3	2	3	3	1	2	2	2	4	3	4	1	5	3	4	3	0	8	7	15	20	26	59	665
MPC	18	0	0	0	0	43	47	42	35	27	18	20	13	18	8	12	7	11	9	7	12	4	5	0	3	3	2	4	2	0	3	0	2	2	2	5	1	1	6	9	3	8	8	8	16	19	84	727
MPC	19	0	0	0	2	46	41	48	28	23	18	17	9	11	15	8	13	13	9	7	4	3	4	4	8	6	5	4	4	4	1	1	2	0	4	3	1	0	2	5	7	8	7	9	10	25	67	764
MPC	20	3	0	0	5	44	43	32	37	28	14	16	10	15	9	14	8	6	8	6	9	4	2	3	1	2	3	3	2	3	3	2	1	3	1	2	7	5	4	5	4	7	5	11	15	20	83	706
MPC	21	0	0	0	4	31	49	36	25	24	16	19	10	16	12	11	3	4	2	5	4	4	4	1	5	7	0	1	0	1	1	5	2	5	2	2	3	5	0	5	4	3	6	8	25	15	67	737
MPC	22	0	0	0	2	44	65	42	34	25	19	19	8	8	13	9	6	10	2	6	3	6	5	3	4	3	0	2	3	3	3	2	2	5	5	2	4	3	3	7	4	5	6	10	11	18	81	701
MPC	23	0	0	0	3	51	50	32	30	27	15	18	13	11	18	6	6	11	4	4	5	5	2	2	4	2	1	2	5	4	3	0	3	1	1	3	2	0	2	4	6	7	9	15	15	24	75	765
MPC	24	1	0	0	4	50	51	31	19	36	20	23	9	16	8	8	6	7	7	6	6	7	6	1	4	0	1	9	3	0	4	1	1	4	2	2	5	3	3	4	3	3	6	8	10	15	59	699
MPC	25	0	0	0	3	44	62	40	32	28	20	19	10	9	10	8	12	11	5	3	6	6	2	2	0	3	2	5	3	4	3	2	0	3	6	2	5	1	6	4	4	3	10	10	12	18	61	765
MPC	26	0	0	0	4	42	57	32	42	38	24	21	13	13	11	17	5	6	7	9	9	10	3	3	4	8	2	2	6	1	1	1	5	3	2	1	5	1	2	7	7	5	4	5	15	12	67	733
MPC	27	334	0	0	2	48	55	50	34	23	17	17	16	10	16	17	10	11	10	4	2	4	6	5	6	6	2	2	5	5	4	3	2	3	2	6	1	3	4	6	3	6	4	6	15	23	83	757
MPC	28	0	0	0	5	38	53	36	31	35	24	21	12	7	10	8	5	9	9	4	7	3	4	5	5	3	2	3	2	2	1	3	3	1	5	0	3	3	2	8	7	6	11	10	11	17	70	706
MPC	29	0	0	0	2	55	44	26	30	25	22	16	7	14	8	9	8	3	10	8	2	5	8	1	3	6	4	3	2	1	1	3	4	3	2	4	3	6	2	2	2	4	7	9	25	14	49	705
MPC	30	0	0	0	7	62	58	47	34	37	18	20	16	23	13	13	9	7	6	5	6	2	5	5	4	2	2	0	1	3	4	4	5	5	5	3	9	2	5	4	2	6	8	9	22	19	84	718
MPC	31	0	0	1	2	37	57	48	21	27	23	16	12	21	13	9	4	7	4	3	3	1	4	4	2	3	1	1	2	3	1	6	4	2	4	1	3	2	3	4	1	5	6	9	20	19	58	701
MPC	32	0	0	0	2	48	51	36	26	23	20	11	15	19	6	12	7	14	5	6	9	6	4	7	3	7	2	4	2	5	4	1	6	2	2	1	5	1	3	8	3	7	4	6	16	21	75	748
MPC	33	0	0	0	4	41	56	48	40	24	19	14	12	13	18	14	10	7	6	7	11	4	3	5	1	2	5	1	0	3	2	4	2	5	3	5	3	3	8	3	3	3	5	6	17	15	80	696
MPC	34	0	0	0	8	44	57	55	24	28	16	18	15	16	10	12	8	8	8	5	4	3	2	2	3	2	1	4	6	3	4	0	2	1	3	1	6	7	7	2	2	10	12	6	10	26	65	741
MPC	35	6	0	0	2	43	44	33	21	28	18	20	18	10	8	13	5	6	4	7	4	5	5	1	4	1	2	4	3	3	3	2	1	2	3	4	6	2	5	7	5	4	6	10	11	16	67	722
MPC	36	248	0	2	5	56	70	45	50	25	13	22	16	16	13	8	10	5	9	13	6	3	9	3	6	6	2	4	0	0	5	0	3	3	1	1	2	1	3	3	5	3	9	3	16	22	81	772
MPC	37	0	0	0	6	61	61	52	31	26	27	29	19	11	13	15	7	13	10	4	8	3	6	8	5	5	3	5	2	3	2	2	2	2	2	0	5	5	6	4	5	10	9	10	16	25	58	705
MPC	38	11	0	0	6	57	66	53	33	29	29	13	18	16	14	13	9	8	9	7	3	4	7	6	5	2	3	4	1	6	2	5	6	0	5	1	4	2	6	1	2	5	9	10	13	17	79	679
MPC	39	0	0	0	5	47	57	52	42	39	13	16	12	17	14	5	9	7	9	6	3	4	5	6	4	4	4	5	5	3	2	2	0	2	2	5	2	3	3	7	3	7	4	8	19	25	76	742
MPC	40	0	0	0	5	66	61	34	42	39	16	22	15	16	17	9	13	6	10	5	7	5	2	8	2	5	4	7	3	3	4	5	1	6	0	4	4	1	3	4	6	5	7	6	13	18	74	724
MPC	41	1	0	0	7	65	53	46	33	27	30	22	13	14	12	12	6	12	7	4	7	8	9	3	9	5	1	2	0	3	3	0	3	2	2	5	2	4	7	6	8	5	6	4	12	18	82	702
MPC	42	0	0	0	4	62	56	52	21	25	23	15	15	8	12	7	11	12	10	3	2	5	6	4	4	1	6	8	2	4	1	4	4	1	4	1	3	1	8	6	6	2	3	12	22	12	65	698
MPC	43	0	0	0	2	67	60	44	28	24	23	18	21	10	8	12	6	7	10	7	5	0	2	2	9	2	1	1	0	3	6	3	3	2	3	1	7	3	2	1	5	6	5	11	18	22	76	718
MPC	44	0	0	0	2	57	52	43	48	37	16	21	15	13	26	7	10	11	6	6	5	5	4	2	6	4	3	1	4	1	2	2	3	4	4	7	4	5	8	2	3	6	7	6	25	16	78	722
MPC	45	0	0	0	6	59	54	50	35	33	24	24	23	11	9	9	11	4	8	7	8	6	5	6	5	1	1	0	2	2	1	3	5	2	4	6	2	5	6	4	9	3	8	9	19	21	75	676
MPC	46	0	0	0	3	67	45	45	33	34	28	13	12	10	13	16	10	5	6	11	6	9	4	3	3	0	0	5	3	3	3	0	1	4	1	8	3	0	3	4	6	2	10	9	14	14	74	727
MPC	47	0	0	0	5	52	51	44	32	23	18	21	19	15	19	15	12	11	11	4	6	8	3	2	5	5	2	1	4	3	3	3	0	5	4	6	2	4	1	5	5	8	5	11	9	24	82	733
MPC	48	0	0	0	3	54	52	45	29	32	16	21	16	20	11	10	6	13	14	11	5	4	3	1	2	5	2	1	3	1	2	1	3	0	4	2	2	1	2	7	5	3	3	8	17	20	79	675
MPC	49	0	0	0	3	50	56	49	26	21	25	24	19	14	11	17	4	5	8	6	8	10	6	2	4	3	6	3	3	2	4	1	3	4	3	4	4	3	1	4	3	7	6	11	15	16	79	715
MPC	50	0	0	0	3	59	63	44	27	17	22	10	18	7	10	7	6	5	4	5	4	7	6	4	4	5	9	1	0	3	2	4	6	1	3	4	4	4	2	2	4	4	5	14	13	22	68	719
MPC	51	2	0	0	2	44	53	39	34	24	22	22	16	14	15	5	8	6	9	9	6	5	5	7	7	2	3	3	1	4	5	2	2	1	2	2	2	5	5	3	8	5	10	4	11	18	68	798
MPC	52	0	0	0	4	42	57	40	41	24	21	15	19	20	6	7	12	8	1	5	5	3	8	2	6	2	1	5	3	3	1	2	2	2	1	2	6	3	2	6	2	9	7	11	15	15	76	719
MPC	53	1	0	0	6	59	70	59	37	21	18	12	17	17	8	10	10	8	12	7	8	4	1	2	0	2	2	5	1	0	1	2	6	2	4	2	6	3	6	1	7	2	8	10	6	17	92	713
MPC	54	1	0	0	4	62	70	45	39	29	18	19	14	20	12	7	15	11	7	8	5	6	5	2	1	2	3	6	2	1	3	1	1	2	3	2	2	5	3	3	6	6	6	11	13	23	79	697
MPC	55	0	0	0	1	51	61	33	40	32	25	15	21	19	13	13	6	10	6	6	5	3	4	6	5	4	5	3	1	3	1	2	1	4	1	2	2	3	5	4	2	12	9	9	14	26	69	710
MPC	56	155	0	5	10	53	65	39	39	25	21	19	14	11	12	9	7	8	10	4	7	7	3	10	6	3	3	5	0	3	4	3	0	1	0	4	5	1	7	1	6	4	8	9	21	20	86	685
MPC	57	0	0	0	6	62	59	61	43	34	32	23	23	15	14	7	11	6	7	7	5	3	4	5	5	2	5	6	3	5	2	3	2	4	4	3	1	5	5	6	5	9	5	10	8	18	70	681
MPC	58	0	0	0	2	57	55	63	32	37	27	26	16	16	12	4	15	10	7	9	3	4	8	12	6	6	3	2	2	2	1	3	1	0	1	0	2	3	3	2	5	5	8	9	15	14	78	709
MPC	59	12	0	1	6	68	67	52	38	34	23	24	20	16	10	14	9	9	11	4	8	6	4	3	3	6	3	5	5	4	2	1	3	2	2	1	1	4	5	5	6	3	12	8	12	25	77	689
MPC	60	2	0	0	4	54	64	45	33	29	28	21	18	12	19	17	13	9	12	6	4	7	6	4	4	3	2	4	3	7	5	6	3	4	1	5	6	1	7	2	6	10	5	12	15	23	80	723
MPC	61	0	0	0	2	64	45	36	30	22	26	18	15	18	16	21	12	5	6	9	4	4	4	3	3	2	2	5	5	2	2	2	4	2	4	4	4	1	3	3	5	5	4	6	11	22	92	718
MPC	62	1	0	0	5	53	69	53	46	45	14	20	19	12	11	18	5	13	10	1	5	4	9	9	7	6	1	6	4	3	3	4	1	1	5	0	2	2	6	2	3	6	8	9	12	19	75	719
MPC	63	0	0	0	3	58	64	58	54	21	21	22	17	15	8	13	7	13	11	8	6	8	4	5	1	4	3	2	2	4	2	1	4	4	1	4	4	4	3	4	5	3	9	11	11	17	75	723
MPC	64	0	0	0	4	66	72	48	34	29	31	17	14	9	7	20	15	8	8	9	7	8	9	1	3	3	5	3	2	3	4	1	1	3	3	3	4	0	3	5	9	4	6	10	17	18	83	723
MPC	65	1	0	0	7	54	65	61	44	20	22	16	15	22	16	10	12	8	7	6	4	11	9	8	3	4	2	0	4	3	1	1	2	2	4	4	2	0	3	4	3	6	7	8	16	22	76	695
MPC	66	1	0	0	3	56	97	63	40	33	19	15	15	11	15	17	12	14	7	5	7	7	6	7	3	4	5	5	3	4	5	1	8	3	1	4	2	2	6	8	6	5	10	4	18	30	70	695
MPC	67	1	0	0	5	74	81	48	52	37	31	33	24	18	13	11	10	11	9	5	7	3	10	2	6	4	5	2	2	2	2	3	4	4	0	1	1	8	4	3	7	3	6	9	17	22	75	700
MPC	68	3	0	0	4	72	76	47	41	33	31	19	17	18	18	18	7	7	5	7	4	9	6	5	5	1	4	5	3	3	3	2	3	5	2	3	4	4	6	1	5	4	6	16	22	28	87	702
MPC	69	2	0	0	0	77	79	46	34	47	37	24	19	21	18	17	7	9	9	8	5	9	8	8	3	4	5	3	7	3	4	4	5	3	1	3	4	3	5	3	3	7	4	14	18	18	59	635
MPC	70	1	0	0	1	61	60	50	45	35	20	23	22	23	16	10	5	8	12	5	6	4	7	2	4	3	4	4	4	5	1	0	6	3	2	12	5	0	4	2	5	4	8	9	14	22	64	693
MPC	71	102	0	0	5	58	67	51	47	31	20	23	15	10	7	13	10	6	5	6	9	6	8	6	3	5	4	6	3	3	1	5	3	1	4	4	2	1	2	4	2	5	9	13	18	22	70	672
MPC	72	1	0	0	4	53	63	38	35	32	29	21	19	12	12	13	9	9	1	10	7	5	14	5	6	3	3	3	5	4	4	9	4	3	2	1	3	1	5	4	3	6	10	11	14	22	75	736
MPC	73	1	0	0	3	53	72	50	36	30	21	24	16	16	11	7	14	4	10	6	4	6	4	8	2	5	2	4	5	6	4	0	3	0	3	3	5	5	3	3	4	9	8	4	13	33	74	709
MPC	74	2	0	0	3	59	68	46	35	39	28	27	18	16	11	18	7	15	9	7	10	7	9	4	1	5	7	3	3	2	2	4	1	5	0	7	4	3	5	6	4	7	7	8	17	29	69	688
MPC	75	1	0	0	4	58	76	50	34	36	21	20	29	12	18	13	10	10	10	6	9	9	5	6	7	3	5	3	5	3	1	3	5	5	4	2	4	4	5	3	6	4	4	12	17	31	76	670
MPC	76	1	0	0	1	59	67	64	41	38	30	21	12	7	19	11	10	10	11	12	8	6	5	5	1	2	3	4	5	1	5	4	3	4	2	4	4	2	7	5	8	8	6	8	14	27	78	717
MPC	77	492	0	0	5	53	76	50	38	38	30	28	20	10	16	20	11	16	7	10	3	6	7	6	5	4	3	4	6	8	4	1	8	3	6	2	4	7	6	4	3	8	3	5	11	26	82	685
MPC	78	2	0	0	4	73	77	51	41	27	25	22	20	13	9	19	7	7	7	8	5	9	8	5	6	4	3	8	3	2	4	5	5	3	4	3	4	3	2	6	5	5	4	9	17	27	84	760
MPC	79	1	0	1	5	64	62	49	59	31	27	30	18	19	15	6	11	9	7	7	9	6	7	6	10	1	3	4	4	5	3	3	5	1	5	6	4	1	3	0	6	4	7	7	13	22	75	696
MPC	80	101	0	1	3	78	69	62	55	45	23	23	23	14	18	12	16	10	7	7	4	7	5	3	3	7	2	5	6	4	3	2	7	3	5	3	6	1	3	10	7	6	10	13	16	27	78	683
MPC	81	1	0	0	6	57	80	59	38	35	26	28	22	16	17	13	3	7	18	3	7	5	6	6	4	7	4	5	3	2	2	3	3	4	4	6	6	1	9	6	2	10	2	4	16	24	69	647
MPC	82	1	0	0	6	60	74	55	44	31	43	29	20	25	17	18	11	12	11	10	11	4	7	3	2	6	4	7	0	5	4	2	4	1	4	3	6	2	4	1	5	4	4	12	12	22	74	736
MPC	83	8	0	0	5	71	64	39	46	29	29	24	22	17	12	14	9	7	6	9	8	7	4	6	5	7	4	5	6	7	2	3	2	3	6	6	4	6	4	2	4	10	9	13	14	34	64	699
MPC	84	2	0	0	10	53	60	54	57	29	24	19	21	12	17	10	8	11	7	9	5	5	3	6	7	3	7	4	4	4	0	6	3	4	4	0	2	2	2	5	7	3	10	15	15	21	80	701
MPC	85	1	0	0	4	53	66	45	38	42	22	18	26	16	12	13	12	13	12	12	4	2	4	3	3	3	3	3	2	3	3	3	3	1	1	3	2	1	3	4	3	5	6	9	12	26	74	743
MPC	86	6	0	0	3	61	71	59	45	32	20	23	20	16	17	23	8	11	6	10	4	8	5	3	4	5	3	3	3	4	2	4	7	2	8	3	2	1	2	8	6	4	11	11	10	25	90	686
MPC	87	1	0	0	5	67	72	53	41	26	29	18	17	15	12	13	8	8	6	6	10	3	3	7	3	5	4	3	7	2	1	3	2	4	2	1	4	5	4	6	4	4	3	9	11	20	71	709
MPC	88	384	0	0	5	81	71	58	46	33	35	26	22	23	15	10	10	9	8	10	11	9	6	2	4	4	2	1	3	0	3	2	5	2	4	1	5	1	3	1	4	5	4	6	13	23	79	721
