LFQ	92	12	0	23	996	1531	1409	1334	1334	1376	1394	1362	1508	1497	1773	1887	1919	2106	2268	2557	2681	2814	3020	3835	3587	4185	4481	5251	5446	6273	6588	7193	8314	8809	9838	11365	12336	13932	16405	18795	23602	26641	37296	53457	96004	467310	705324	0
LFQ	93	3	0	21	958	1603	1407	1385	1346	1323	1467	1455	1577	1530	1682	1843	2030	2062	2412	2595	2768	2849	3098	3838	3730	4239	4568	5123	5392	6203	6643	7165	8390	9006	9903	11336	12325	14438	16655	19270	23434	27276	37282	53630	95488	461434	708886	0
LFQ	94	328	0	8	954	1543	1429	1346	1303	1303	1419	1400	1531	1596	1609	1802	2012	2115	2327	2447	2668	2737	3177	3855	3660	4220	4607	5204	5501	6117	6580	7304	8360	8855	9858	10932	12445	14248	16787	18900	23998	26519	36794	54055	96663	460190	710362	0
LFQ	95	11	0	20	949	1522	1526	1355	1368	1326	1327	1426	1560	1548	1593	1848	2018	2091	2208	2612	2723	2859	3178	3819	3542	4064	4405	5079	5331	5993	6578	7041	8098	8671	9792	10874	12134	13825	16375	18527	23618	26466	35649	52596	92627	429811	751085	0
LFQ	96	15	0	17	936	1495	1398	1383	1334	1345	1419	1439	1560	1477	1661	1824	1958	2168	2227	2481	2725	2765	3120	3871	3562	4078	4507	5303	5378	5957	6459	7044	8236	8504	9464	10930	12237	14085	16154	18474	23387	26231	35785	52305	93477	450229	730664	0
LFQ	97	714	0	21	977	1549	1496	1365	1374	1381	1419	1416	1646	1497	1689	1918	2054	2097	2311	2570	2779	2874	3210	3925	3597	4214	4536	5219	5340	6163	6608	7290	8453	8901	10087	11136	12523	14570	16637	19542	23691	26816	37011	54188	96991	470884	696389	0
LFQ	98	124	0	22	1040	1588	1451	1416	1413	1412	1437	1482	1609	1642	1715	1909	2069	2030	2267	2702	2739	2873	3180	3935	3622	4165	4461	5251	5461	6090	6471	7024	8526	8808	9881	10997	12256	14281	16244	18904	23731	26505	36247	53243	93925	442730	732190	0
LFQ	99	468	0	21	964	1585	1479	1360	1333	1382	1502	1421	1583	1545	1721	1889	2056	2129	2266	2573	2725	2898	3082	3986	3708	4215	4658	5403	5415	6275	6561	7311	8506	8814	10156	11090	12451	14516	16279	19561	24341	26636	37552	54466	98019	478631	686536	0
LFQ	100	93	0	24	996	1633	1542	1442	1426	1382	1476	1452	1656	1642	1775	1912	2153	2185	2268	2600	2759	2861	3133	3837	3701	4287	4789	5365	5582	6105	6699	7273	8540	9018	10164	11271	12392	14350	16375	19162	23781	26636	36447	53607	95329	452374	717574	0
LFQ	101	10	0	19	1017	1693	1551	1356	1368	1305	1520	1401	1612	1498	1756	1884	2079	2155	2399	2592	2797	2889	3237	4010	3710	4235	4500	5315	5413	6271	6616	7228	8458	8749	10204	11214	12280	14643	16305	19615	24198	26854	36770	54887	96385	456070	711000	0
LFQ	102	107	0	30	1040	1640	1489	1435	1382	1393	1478	1467	1641	1595	1732	1954	2104	2151	2329	2641	2777	2822	3170	3994	3691	4215	4642	5229	5585	6022	6535	7275	8558	8781	9982	11093	12464	14693	16191	19406	24190	26574	36220	53941	95946	452182	717282	0
LFQ	103	10	0	12	922	1590	1484	1399	1394	1335	1445	1427	1575	1595	1676	1843	2050	2149	2342	2618	2653	2923	3288	3892	3590	4273	4574	5221	5326	6134	6715	7204	8470	8738	9907	10779	12234	14728	16131	19244	24019	26528	36215	53857	96845	458284	712430	0
LFQ	104	2	0	15	1015	1605	1472	1483	1395	1399	1520	1475	1620	1593	1720	1911	2144	2098	2320	2589	2822	2968	3221	3842	3673	4453	4522	5365	5330	6040	6594	7332	8401	8778	10088	10883	12105	14881	16371	19344	23941	26517	36363	54037	96470	462046	707305	0
LFQ	105	2196	0	25	1013	1764	1518	1440	1422	1469	1522	1432	1637	1554	1701	1972	2135	2131	2312	2705	2774	2880	3210	4007	3588	4370	4594	5449	5453	6253	6635	7342	8656	8863	10281	11016	12090	15206	16599	19634	23989	26990	37512	55024	99244	479686	679775	0
LFQ	106	1	0	19	997	1721	1587	1403	1432	1406	1497	1464	1548	1626	1729	1958	2146	2070	2294	2536	2761	2966	3344	4118	3655	4361	4683	5452	5438	6106	6686	7377	8801	8939	10200	11226	12327	15272	16437	19682	24196	26831	37326	55405	98770	475831	685444	0
LFQ	107	1	0	15	1045	1814	1514	1467	1380	1391	1562	1512	1756	1616	1884	2062	2118	2297	2376	2773	2789	3051	3420	4110	3800	4426	4645	5669	5614	6382	6717	7447	8961	8972	10431	11300	12300	15243	16855	19922	24385	27491	38364	56159	102757	493943	657332	0
LFQ	108	14	0	23	1080	1678	1470	1428	1451	1505	1457	1565	1611	1627	1794	2082	2126	2431	2358	2757	2942	3075	3294	4093	3780	4439	4716	5540	5428	6414	6744	7773	8948	9072	10360	11387	12495	15386	16823	20170	24720	27072	38658	55987	102197	500067	651031	0
LFQ	109	14	0	26	1127	1751	1605	1507	1485	1458	1504	1546	1705	1662	1805	2006	2195	2262	2447	2730	2883	3019	3516	4189	3820	4482	4775	5616	5587	6253	6962	7553	9060	9005	10666	11240	12548	15519	17405	19777	25047	27430	39328	56527	105874	505401	638751	0
LFQ	110	833	0	37	1121	1710	1649	1531	1538	1456	1586	1432	1744	1735	1846	2041	2216	2253	2474	2762	2939	3061	3458	4099	3751	4457	4780	5736	5639	6201	6914	7642	9033	9126	10537	11188	12612	15334	17252	19772	24395	27007	38818	56085	104834	488168	658266	0
LFQ	111	44	0	26	1040	1717	1504	1517	1483	1473	1521	1540	1677	1674	1934	2008	2180	2335	2425	2702	2880	3103	3346	4005	3842	4503	4750	5590	5570	6531	6811	7486	8909	9073	10438	11294	12387	15462	17223	19708	24494	26883	38942	56077	105401	483864	663696	0
LFQ	112	2	0	24	1004	1837	1569	1526	1428	1428	1471	1527	1617	1617	1762	1996	2157	2258	2369	2821	2869	3070	3364	4160	3674	4317	4762	5638	5499	6356	6713	7698	9023	9031	10327	11190	12286	15212	16908	19632	24069	26967	38615	56417	107905	474954	671999	0
LFQ	113	60	0	16	1091	1792	1614	1405	1472	1398	1575	1644	1814	1645	1859	2095	2248	2330	2505	2873	2985	3130	3417	4212	3867	4552	4800	5857	5748	6555	6984	7910	9284	9088	10963	11746	12643	16081	17854	20666	25496	27748	41643	59179	116094	547472	575658	0
LFQ	114	555	0	25	1119	1851	1755	1596	1533	1527	1654	1538	1797	1692	1939	2134	2284	2412	2471	2798	3065	3177	3404	4333	3948	4606	4989	6017	5703	6555	6930	7883	9286	9064	10870	11759	12691	15843	18272	20681	25297	27786	41865	59168	118915	534291	583990	0
LFQ	115	3	0	27	1103	1797	1648	1533	1526	1525	1588	1510	1807	1686	2020	2169	2287	2388	2478	3007	3025	3070	3457	4303	4006	4615	4868	6000	5581	6469	7190	7990	9452	9139	11072	11816	12949	16070	18276	20979	25649	28040	42323	60178	122416	536961	575072	0
LFQ	116	5	0	16	1125	1770	1600	1521	1546	1514	1649	1690	1738	1730	1950	2015	2281	2278	2464	2872	2865	3194	3381	4158	3885	4580	4832	5688	5643	6399	6992	7924	9160	8885	10668	11543	12445	15821	18039	20370	24864	27677	41164	59615	122412	498055	621045	0
LFQ	117	5	0	30	1148	1908	1635	1629	1585	1597	1674	1630	1762	1745	1937	2149	2263	2502	2560	2899	2947	3249	3564	4228	3933	4730	4925	5972	5803	6579	7174	7867	9510	9106	10746	11783	12678	15712	18140	20449	24811	27291	41642	60354	127032	502032	608153	0
LFQ	118	5	0	21	1106	1775	1603	1541	1488	1458	1567	1518	1779	1606	1930	2028	2261	2365	2428	2854	2900	3129	3310	4083	3946	4419	4781	5805	5459	6485	6923	7799	9103	8763	10595	11356	12425	15377	17979	20097	24361	27029	41325	59777	128592	488779	627138	0
LFQ	119	2	0	21	1112	1830	1692	1503	1519	1540	1659	1586	1805	1763	1960	2122	2305	2343	2462	2895	2949	3345	3539	4297	3976	4606	4881	6073	5647	6600	6929	7984	9578	8923	10958	11667	12717	15931	18114	20733	25092	27625	43452	61914	136515	531657	565247	0
LFQ	120	481	0	25	1074	1833	1724	1598	1592	1551	1688	1617	1827	1673	1918	2179	2292	2409	2490	2931	3098	3328	3518	4302	4082	4660	4864	6012	5730	6532	7095	7895	9621	8885	11132	11628	12857	15859	18364	20959	25347	27748	43254	62383	140349	518680	571984	0
LFQ	121	41	0	16	1149	1823	1725	1563	1618	1544	1637	1629	1720	1673	1987	2114	2235	2268	2506	2867	3006	3298	3451	4187	3992	4776	5015	5886	5629	6611	7119	8032	9731	8959	10915	11705	12964	15734	18818	20655	25292	28103	43865	63413	142470	517848	569479	0
LFQ	122	23	0	27	1214	1865	1739	1607	1606	1572	1680	1641	1849	1706	1951	2206	2350	2421	2513	3047	3151	3335	3566	4355	3995	4830	4871	6036	5741	6600	7244	8278	9764	9084	11283	11664	12960	16155	18511	21003	25965	28012	44801	65077	148041	543240	532489	0
LFQ	123	1	0	24	1146	1831	1630	1589	1597	1548	1715	1642	1830	1703	1912	2153	2312	2492	2541	2975	2980	3399	3380	4302	4078	4884	4818	5958	5716	6671	7226	8091	9603	8919	11162	11740	13014	15987	18633	20960	25654	28279	45108	65067	155166	534002	535630	0
LFQ	124	1807	0	36	1281	2002	1734	1616	1667	1610	1773	1653	1928	1674	1986	2253	2286	2478	2603	2916	3045	3428	3515	4440	4156	4716	4915	6187	5921	6680	7302	8255	9515	8927	11032	11872	13209	15946	18701	20477	25858	27968	45773	67177	162428	544222	512100	0
LFQ	125	4	0	21	1175	1842	1636	1583	1588	1453	1722	1615	1809	1791	2016	2124	2273	2505	2565	2856	3118	3427	3384	4352	4020	4748	4950	6066	5713	6688	7161	8345	9598	9159	11290	11865	13002	15702	18894	20697	25768	28707	46105	67942	166800	539014	513975	0
LFQ	126	715	0	27	1116	1861	1656	1511	1553	1590	1696	1660	1800	1752	1954	2100	2276	2461	2476	2838	2974	3260	3432	4074	4035	4554	4775	6041	5543	6579	7006	8129	9397	8886	10841	11408	12823	15560	18548	20505	25011	28068	45213	67791	174495	534861	516217	0
LFQ	127	610	0	22	1203	1964	1684	1719	1612	1510	1756	1621	1892	1695	2124	2209	2291	2497	2566	2999	3014	3566	3482	4367	4085	4841	4942	6006	5702	6721	7176	8397	9742	8866	11357	11684	13093	16146	19223	20954	25829	28620	46468	70265	188015	535097	491436	0
LFQ	128	29	0	28	1117	1928	1752	1542	1621	1500	1736	1570	1785	1732	1994	2217	2347	2487	2639	2919	3116	3430	3549	4415	4078	4781	5063	6140	5809	6805	7366	8350	9547	8979	11215	11713	13193	15991	19116	20846	25961	28144	47548	72624	200774	542206	469366	0
LFQ	129	4	0	30	1243	2002	1837	1741	1676	1646	1769	1743	1910	1800	2099	2256	2386	2493	2699	3083	3071	3601	3578	4443	4213	4823	5022	6136	5810	6713	7461	8590	9798	9132	11487	12070	13446	15996	19625	21422	26953	29325	48870	74926	212876	568207	421057	0
LFQ	130	22	0	37	1244	1998	1861	1780	1821	1623	1900	1743	2037	1823	2154	2380	2457	2674	2754	3094	3219	3810	3745	4557	4384	5045	5138	6478	6003	6954	7814	8783	10201	9182	11775	12244	13497	16672	20554	21870	27818	29855	50685	78095	227546	573102	388640	0
LFQ	131	67	0	35	1270	2107	1875	1764	1846	1642	1874	1785	2017	1881	2204	2267	2453	2634	2707	3306	3095	3664	3715	4602	4411	5202	5336	6397	5903	7050	7893	9018	10205	9327	12040	12299	13591	16550	20426	21679	27481	29726	51732	77466	234448	586195	367883	0
LFQ	132	724	0	32	1309	1976	1815	1677	1748	1679	1835	1736	1965	1855	2140	2282	2493	2671	2747	3192	3241	3749	3731	4575	4318	5024	5106	6591	5986	7032	7775	8864	10462	9320	12007	12471	13638	17143	20582	22136	27766	30132	53203	80336	247786	584465	349753	0
LFQ	133	61	0	33	1265	2067	1869	1761	1831	1655	1832	1796	1935	1855	2249	2393	2450	2664	2790	3124	3243	3661	3691	4685	4348	5203	5197	6465	6118	6992	7540	8801	10443	9230	12026	12540	13747	16401	20324	21729	27939	30091	53001	82196	259132	575761	346934	0
LFQ	134	3	0	34	1259	2130	1987	1875	1907	1846	1885	1856	2036	1922	2215	2439	2575	2775	2778	3277	3299	3829	3802	4773	4589	5207	5352	6826	6357	7267	7933	9143	10819	9374	12313	12987	14212	17369	21392	22754	28831	31039	55735	85445	275078	605827	284717	0
LFQ	135	342	0	45	1298	2216	2148	1824	1788	1811	1910	1859	2166	1979	2179	2340	2553	2875	2808	3256	3343	3900	3759	4979	4633	5216	5339	6771	6207	7154	7835	9304	10812	9689	12390	12684	14109	17213	21377	22698	29023	31806	56012	87884	289510	595272	276752	0
LFQ	136	2	0	38	1294	2093	1972	1771	1906	1803	1961	1796	2078	1990	2269	2340	2483	2843	2893	3128	3267	3883	3775	4789	4555	5162	5222	6711	6194	7264	7856	9278	10795	9577	12170	12982	14271	17187	21368	22551	29488	31962	56716	90603	308469	571130	279183	0
LFQ	137	581	0	33	1313	1975	1961	1754	1711	1667	1813	1848	2138	1901	2152	2369	2595	2781	2757	3198	3253	3821	3654	4699	4532	5151	5139	6619	6139	7146	7764	8899	10708	9389	12090	12806	13965	16929	21011	22029	29072	31929	56521	91971	313042	581651	266592	0
LFQ	138	376	0	36	1218	2020	1851	1661	1719	1645	1893	1810	2029	1822	2139	2342	2446	2761	2674	3180	3240	3771	3711	4653	4573	5169	5248	6561	6198	7033	7518	9069	10428	9376	11768	12566	13989	16746	20799	22126	28634	31977	56182	96687	332443	574218	252763	0
LFQ	139	251	0	32	1302	2121	1865	1788	1751	1739	1827	1781	2022	1807	2260	2325	2433	2736	2847	3225	3237	3768	3600	4702	4408	5099	5251	6456	6098	6956	7712	8864	10640	9425	11646	12652	14225	16908	21215	21877	29105	32080	57168	99784	349175	568574	236331	0
LFQ	140	388	0	40	1367	2165	2000	1847	1834	1697	2037	1895	2180	1985	2316	2398	2482	2880	2861	3234	3329	4032	3782	4975	4630	5293	5283	6752	6101	7296	8050	9254	11078	9623	12288	12912	14172	17232	22207	22385	30129	33012	59905	103358	369538	591940	176906	0
LFQ	141	2	0	31	1313	2187	1958	1755	1883	1870	2074	1835	2122	1970	2333	2425	2554	2828	2889	3233	3382	4131	3771	4873	4587	5308	5363	6830	6145	7226	8012	9299	11137	9553	12621	13373	14415	17291	22245	22715	30196	32971	61796	106055	387688	593140	151683	0
LFQ	142	4	0	47	1410	2296	2145	1873	1913	1799	2136	1908	2256	2050	2433	2539	2603	3041	2995	3302	3566	4253	3784	5118	4846	5288	5532	7167	6387	7492	8318	9516	11394	9868	12851	13585	14699	17707	22865	22948	31231	34414	64330	111853	409536	599269	106501	0
LFQ	143	428	0	43	1327	2214	2049	1901	1974	1816	2117	1894	2181	1967	2422	2417	2667	3042	2942	3323	3349	4135	3791	5311	4722	5345	5481	7207	6389	7447	8021	9578	11317	10059	12546	13633	14695	17549	23146	22906	31540	34900	64466	119065	431129	584170	92447	0
LFQ	144	773	0	50	1417	2285	2066	1954	1867	1847	2050	1938	2342	2006	2350	2464	2702	2998	2995	3350	3469	4201	3801	5170	4775	5537	5469	7105	6408	7479	8201	9497	11195	9826	12689	13461	14709	17616	23046	23005	32039	35141	65235	123385	443478	580702	76975	0
LFQ	145	357	0	34	1319	2211	1906	1862	1864	1764	1962	1806	2218	1997	2348	2382	2620	3006	2803	3352	3466	4063	3721	4980	4800	5393	5433	6954	6321	7438	8183	9454	11104	9886	12390	13510	14806	17483	22695	22758	31610	35354	65807	127978	464142	576572	58956	0
LFQ	146	27	0	36	1358	2210	2080	1934	1894	1721	1923	1859	2201	1941	2398	2387	2589	2999	2911	3372	3411	4119	3870	4957	4859	5312	5298	6976	6366	7492	8035	9468	11318	9958	12443	13285	14597	17410	22590	23058	31306	36168	70654	126498	474285	567496	53999	0
LFQ	147	450	0	43	1363	2306	2130	1926	2049	1875	2105	1951	2218	2013	2447	2517	2738	3141	3083	3458	3645	4166	4040	5461	5020	5653	5452	7263	6533	7658	8404	9759	11615	10208	13010	13954	15040	17765	23902	23680	32197	37149	75310	132086	493494	552867	27924	0
LFQ	148	2	0	42	1485	2348	2161	1895	1929	1918	2176	1882	2261	2058	2427	2548	2757	3138	2921	3273	3573	4367	3894	5294	4857	5490	5598	7238	6606	7680	8225	9595	11542	10028	12984	13983	15162	17771	23809	23896	32744	38146	80097	131628	509009	535759	24872	0
LFQ	149	827	0	47	1373	2264	2143	1915	1931	1829	2066	1881	2201	2102	2449	2511	2636	3018	2880	3336	3545	4169	3881	5042	4874	5419	5316	7147	6487	7597	8253	9248	11342	10066	12500	13622	14737	17435	23509	23780	32640	38297	82470	135302	539605	504103	23273	0
LFQ	150	105	0	59	1426	2297	2272	1933	2052	1979	2198	1934	2346	2092	2457	2537	2731	3111	2969	3465	3559	4305	4039	5277	5111	5642	5589	7320	6609	7572	8469	9613	11741	10259	12923	14267	15396	17499	24209	24014	33607	39902	85860	141613	562229	471472	15009	0
# Mismatches per cycle and quality. Use `grep ^MPC | cut -f 2-` to extract this part.
# Columns correspond to qualities, rows to cycles. First column is the cycle number, second
# is the number of N's and the rest is the number of mismatches
MPC	1	32	0	0	16	87	90	71	70	46	37	27	34	32	28	30	18	23	26	23	16	9	18	20	15	16	18	7	14	13	11	24	9	26	20	31	63	80	342	2135	0	0	0	0	0	0	0	0
MPC	2	5	0	2	1	47	48	57	50	42	21	24	21	29	27	7	16	18	20	17	20	5	5	12	6	9	11	14	8	4	8	10	6	15	6	14	20	17	34	48	1489	372	101	0	0	0	0	0
MPC	3	0	0	0	0	29	31	42	29	23	17	18	9	14	10	11	13	14	10	8	7	9	7	2	3	2	1	3	2	1	2	6	5	6	10	14	15	6	20	22	764	514	565	0	0	0	0	0
MPC	4	0	0	0	0	63	64	58	58	44	34	32	27	31	23	20	23	20	16	16	23	8	13	10	10	7	3	8	9	7	2	3	4	9	6	14	8	20	20	42	890	463	469	0	0	0	0	0
MPC	5	2	0	0	0	52	68	39	42	27	27	27	20	26	28	12	20	17	10	21	12	12	11	13	8	8	9	7	8	4	6	6	7	13	9	11	14	18	25	24	551	448	768	0	0	0	0	0
MPC	6	0	0	1	5	97	122	117	89	85	63	61	66	49	54	45	42	38	41	35	31	36	28	23	35	17	15	23	22	11	18	14	15	18	13	16	17	17	26	42	840	535	508	0	0	0	0	0
MPC	7	3	0	1	14	175	211	226	153	160	125	141	100	127	104	92	92	97	94	80	67	61	65	49	57	47	33	49	36	28	50	26	25	30	25	27	38	34	49	60	1327	369	123	0	0	0	0	0
MPC	8	337	0	0	7	135	215	193	159	104	114	96	79	83	92	86	63	94	58	71	51	65	57	58	43	33	27	32	32	23	25	26	19	17	21	28	23	27	29	44	833	550	448	0	0	0	0	0
MPC	9	0	0	0	8	188	278	188	176	151	128	123	99	78	96	78	108	79	45	66	51	36	29	40	46	34	39	26	29	30	23	19	17	27	12	15	14	19	26	10	26	44	38	56	77	192	1441	0
MPC	10	0	0	0	8	167	207	163	120	106	113	103	84	90	82	63	68	77	52	55	30	38	42	29	32	22	17	23	19	26	19	9	13	20	14	17	20	26	17	18	32	36	29	53	60	228	1398	0
MPC	11	0	0	0	7	200	267	219	164	136	115	111	121	111	91	80	92	96	57	81	46	60	43	42	30	32	39	33	26	25	18	25	17	19	16	14	17	26	17	15	21	32	38	51	76	223	1378	0
MPC	12	0	0	0	10	178	262	194	147	136	129	121	103	89	92	79	86	86	51	73	49	57	59	36	25	29	19	32	29	30	32	21	12	31	18	9	18	24	15	13	25	40	37	55	60	203	1414	0
MPC	13	0	0	0	10	187	259	186	178	127	100	91	101	84	73	69	86	85	52	51	47	37	36	34	28	34	25	24	20	22	25	12	12	24	21	11	20	31	18	16	19	31	40	40	69	228	1403	0
MPC	14	19	0	0	10	191	309	249	186	155	115	125	108	91	76	100	70	82	51	66	56	47	46	50	26	43	38	25	24	20	25	25	11	26	22	16	14	17	15	14	18	32	34	53	69	209	1342	0
MPC	15	0	0	0	11	216	279	198	175	155	138	117	120	93	83	81	96	94	65	65	52	46	42	53	33	35	29	21	27	28	24	23	21	20	18	11	25	15	13	19	20	40	27	43	66	217	1381	0
MPC	16	0	0	0	2	313	467	374	265	245	185	158	148	117	108	93	90	79	58	64	43	50	49	30	34	32	23	28	24	12	17	27	24	12	21	20	25	12	15	14	28	34	30	49	72	123	743	679
MPC	17	404	0	0	4	324	498	390	242	245	203	156	158	121	94	106	87	58	77	69	56	47	35	40	42	37	34	23	30	28	18	25	28	16	20	18	14	25	29	12	31	32	52	59	46	130	646	758
MPC	18	1	0	0	3	326	496	393	285	222	202	162	147	128	123	85	82	66	67	51	64	49	46	35	32	33	24	26	27	23	18	15	35	20	20	18	20	21	20	23	22	49	36	46	77	126	604	827
MPC	19	0	0	0	2	322	459	394	240	227	170	161	158	115	100	71	69	85	60	65	56	49	55	40	32	41	24	31	32	9	17	18	26	22	16	20	16	28	21	13	28	35	30	49	62	124	618	818
MPC	20	16	0	0	2	352	459	356	277	231	192	148	184	127	104	88	94	81	68	54	53	54	42	34	40	36	23	22	17	23	29	17	17	21	12	20	20	16	26	28	34	28	35	57	54	110	652	742
MPC	21	1	0	0	2	374	547	387	297	239	179	171	167	113	115	73	102	74	69	69	50	43	45	36	43	30	31	26	28	18	19	20	19	17	21	14	21	12	22	19	21	40	41	42	53	121	711	716
MPC	22	6	0	0	5	376	537	401	283	240	216	173	171	114	115	102	115	69	68	71	66	57	42	45	40	39	18	27	34	13	30	17	23	22	28	18	18	26	24	22	35	33	34	48	63	127	675	698
MPC	23	0	0	0	7	352	560	398	276	256	180	158	154	125	130	104	106	74	71	61	53	29	39	38	36	40	28	29	24	11	20	12	28	22	22	20	21	20	20	18	20	34	24	50	72	116	666	768
MPC	24	0	0	0	1	383	508	387	263	246	194	152	182	122	116	85	89	70	81	57	48	52	53	30	41	38	22	26	29	19	27	22	17	18	21	12	20	31	19	31	27	52	43	65	63	137	737	636
MPC	25	0	0	0	0	366	554	392	267	238	209	163	147	138	97	86	102	77	75	58	45	64	45	39	40	33	22	30	28	21	29	24	22	17	16	12	21	33	20	17	26	36	31	47	68	142	688	714
MPC	26	6	0	0	5	377	504	367	305	216	207	160	150	124	105	84	86	78	70	55	60	47	38	37	48	38	23	25	26	17	25	20	23	19	17	9	23	24	25	25	24	40	38	46	63	123	593	838
MPC	27	710	0	0	2	347	479	380	306	223	190	145	172	124	107	105	83	62	60	70	47	47	47	44	33	27	28	30	24	21	16	22	16	22	26	18	27	20	22	25	19	38	31	63	52	116	647	763
MPC	28	344	0	0	12	319	511	379	310	254	215	170	150	127	118	101	92	74	60	59	51	73	38	41	48	29	20	27	32	19	27	29	14	15	23	16	19	13	19	29	27	26	33	50	63	123	616	783
MPC	29	144	0	0	0	340	491	385	264	197	198	160	147	107	104	84	80	65	71	77	37	45	49	34	48	29	32	29	35	20	21	21	26	20	16	23	10	15	15	20	32	37	33	51	60	117	649	829
MPC	30	234	0	0	2	362	466	407	309	234	218	180	152	133	109	105	95	74	66	65	61	52	42	34	47	32	38	26	22	21	24	16	23	16	14	18	16	23	15	18	28	38	30	41	70	131	608	858
MPC	31	78	0	0	4	353	548	395	303	236	205	181	140	123	123	102	80	85	50	52	50	35	44	26	44	33	27	16	27	18	33	26	15	20	22	21	22	17	18	20	34	33	40	55	77	130	620	798
MPC	32	16	0	0	5	372	516	371	285	241	171	160	143	120	125	81	102	77	82	66	57	48	47	37	48	30	24	28	23	27	30	22	14	21	22	10	17	26	16	19	21	35	43	59	55	104	563	861
MPC	33	0	0	0	2	362	520	339	285	237	161	177	151	111	109	83	93	79	80	58	73	37	47	28	52	30	35	22	29	19	21	28	18	21	18	17	15	19	20	23	20	36	27	64	64	121	542	857
MPC	34	1	0	0	6	391	491	378	297	220	215	163	143	131	103	85	69	70	66	66	46	49	45	38	38	31	31	21	35	15	35	24	19	20	18	20	19	23	25	21	36	29	39	54	56	125	567	867
MPC	35	4	0	0	6	369	518	401	300	238	216	180	151	101	133	91	101	78	53	55	45	54	34	36	46	34	28	34	29	25	16	24	22	23	22	17	22	20	21	34	25	28	27	45	62	134	570	828
MPC	36	0	0	0	5	374	536	391	270	251	209	167	153	136	106	84	96	75	82	50	55	54	54	38	33	32	34	20	23	23	20	21	8	22	21	14	17	26	19	31	22	26	30	35	64	122	598	863
MPC	37	3	0	0	6	355	512	407	318	248	211	160	151	114	122	105	104	108	67	72	56	43	57	41	26	32	31	21	33	20	25	23	25	22	22	18	13	22	20	17	31	28	43	43	68	98	518	875
MPC	38	51	0	0	3	317	444	417	272	235	198	154	160	105	116	102	82	83	76	66	45	50	43	33	41	32	29	30	28	25	24	18	17	15	19	17	20	18	17	24	29	25	31	37	59	114	554	844
MPC	39	8	0	0	6	351	544	394	306	271	224	183	149	131	101	98	81	85	80	63	56	62	42	38	53	23	27	21	27	18	32	17	22	20	21	16	18	19	20	37	30	29	33	51	74	129	599	855
MPC	40	215	0	0	4	361	516	407	323	257	222	164	145	132	123	87	96	71	73	49	47	44	37	32	45	32	34	27	28	23	19	34	13	13	20	15	20	20	15	31	36	29	32	45	60	118	590	869
MPC	41	3	0	0	4	369	574	382	304	253	198	215	160	122	101	89	77	70	67	65	45	47	48	42	37	39	33	29	23	25	27	23	20	25	25	20	15	23	21	21	26	23	37	36	59	131	529	931
MPC	42	81	0	0	3	379	525	394	277	269	225	167	148	131	112	97	105	95	65	43	47	42	47	36	34	33	25	31	19	23	19	18	14	23	24	18	30	16	12	21	30	21	25	40	51	111	524	954
MPC	43	666	0	0	3	340	506	393	284	224	196	184	152	127	105	96	86	72	76	51	42	53	44	39	42	27	29	28	28	21	35	26	12	17	12	17	29	19	17	24	29	30	30	47	50	114	528	872
MPC	44	9	0	0	2	349	521	396	296	266	216	177	147	136	107	97	114	97	65	59	58	55	39	31	40	25	31	28	37	19	27	20	19	17	22	20	21	12	28	17	30	32	38	54	70	105	560	864
MPC	45	792	0	0	5	412	577	440	318	278	213	195	150	139	128	107	97	102	71	62	57	49	43	47	52	35	24	26	35	14	32	19	19	22	28	17	22	27	21	28	31	40	38	53	67	121	568	786
MPC	46	1	0	0	3	368	572	421	309	269	213	177	140	149	110	115	81	71	64	51	60	56	34	49	51	37	17	39	34	17	25	29	14	25	24	18	19	18	23	26	27	26	28	53	71	132	643	804
MPC	47	119	0	0	2	369	551	399	334	254	235	182	177	151	121	106	78	95	88	62	51	51	53	48	37	23	33	21	24	21	26	20	13	26	19	19	24	22	23	28	32	23	20	47	53	123	581	865
MPC	48	32	0	0	4	358	537	441	280	247	184	159	139	151	89	95	97	64	66	64	41	45	50	43	40	28	25	29	23	14	15	25	20	11	24	27	20	21	23	23	23	31	33	49	74	112	496	883
MPC	49	0	0	0	4	369	511	441	303	260	193	188	134	132	100	95	81	59	74	63	41	54	55	42	43	26	25	19	26	21	29	25	17	20	21	17	19	22	16	24	24	22	30	37	68	122	554	884
MPC	50	94	0	0	3	364	491	398	293	243	222	186	146	132	100	101	74	83	73	62	50	47	41	50	38	40	22	35	21	22	25	20	15	20	23	12	22	27	17	18	23	25	33	51	57	117	569	898
MPC	51	1	0	0	7	369	526	445	326	263	222	171	127	119	143	114	77	82	78	54	51	62	48	29	44	37	26	40	27	28	25	17	13	19	21	8	16	18	29	21	19	29	44	47	61	101	537	856
MPC	52	88	0	0	3	344	565	424	296	244	198	165	136	130	108	98	90	67	79	69	51	57	50	39	24	44	29	28	30	25	18	16	24	24	19	10	26	20	30	20	33	18	26	45	80	128	519	858
MPC	53	1	0	0	2	377	560	379	298	230	196	167	122	138	108	114	58	81	75	56	54	42	34	42	31	32	27	23	17	29	23	20	10	13	15	12	14	15	20	16	29	32	41	52	60	92	532	957
MPC	54	0	0	0	6	370	533	416	282	235	208	177	128	123	125	91	81	67	78	63	46	50	45	43	40	34	34	39	33	17	22	21	23	22	24	11	14	29	25	14	25	24	31	41	73	120	481	952
